Velocity_mps,Angle_degrees,Initial_Height_m,Flight_Time_s,Max_Height_m,Distance_m
20.5,51.36,33.25,4.7052,46.3179,60.2299
13.24,59.47,2.31,2.5125,8.939,16.8985
34.31,52.63,32.7,6.5733,70.5952,136.8876
74.61,10.51,13.75,3.5617,23.1901,261.2802
89.44,48.43,6.84,13.7435,235.0511,815.6291
70.08,72.07,45.63,14.2466,272.2227,307.3628
23.34,37.73,22.56,4.0481,32.9573,74.7266
93.21,58.49,27.99,16.5459,349.8483,806.0494
90.05,15.72,8.44,5.2988,38.7791,459.3099
71.96,82.58,21.88,14.8483,281.405,137.9858
35.29,80.44,30.86,7.892,92.5844,46.2548
87.83,56.32,17.4,15.135,289.6624,737.1725
61.13,31.31,2.8,6.5635,54.2354,342.7954
75.73,21.47,30.2,6.5859,69.3591,464.1416
90.23,23.53,12.73,7.6819,78.8675,635.5042
66.15,28.04,41.81,7.4794,91.0955,436.6869
44.4,37.85,20.86,6.2362,58.6897,218.6357
37.21,69.01,36.53,8.0123,98.0451,106.7944
38.06,79.04,45.01,8.6756,116.1722,62.7776
69.18,27.9,15.69,7.0532,69.1001,431.2249
57.13,43.18,25.45,8.5752,103.3456,357.2396
74.7,73.65,48.87,15.2661,310.7404,321.0211
17.61,49.33,32.93,4.2886,42.0229,49.218
94.27,14.14,8.67,5.0454,35.7013,461.2191
17.38,46.75,5.61,2.9664,13.7778,35.3253
15.45,16.12,18.42,2.4239,19.3579,35.9768
77.41,60.76,27.24,14.1631,259.7849,535.5405
82.35,54.23,27.81,14.0263,255.3544,675.174
33.7,46.08,42.03,6.3074,72.063,147.4425
64.97,55.34,36.28,11.5363,181.84,426.2523
56.55,13.5,0.21,2.7072,9.0925,148.8622
18.92,13.65,21.71,2.6076,22.7261,47.9423
62.76,71.97,0.47,12.1747,181.993,236.4955
54.62,69.53,49.26,11.3196,182.7195,216.2218
49.93,21.87,15.84,4.5082,33.4712,208.8947
62.42,31.93,33.66,7.6299,89.2079,404.198
43.02,43.12,13.61,6.4267,57.6812,201.8069
61.68,40.08,47.75,9.1593,128.1337,432.266
70.22,52.89,6.29,11.5279,166.1209,488.403
78.48,59.12,10.12,13.8805,241.3481,559.0956
64.09,50.64,29.86,10.6729,155.0123,433.8032
42.13,84.9,49.11,9.5983,138.8608,35.9468
21.11,39.7,17.75,3.7215,27.0175,60.4447
62.75,32.3,42.68,7.9329,99.9839,420.7624
16.25,11.74,40.02,3.2133,40.5772,51.1238
82.93,70.77,5.66,16.0358,318.1643,438.0005
59.45,50.54,41.14,10.1815,148.5183,384.6857
43.86,51.44,25.17,7.6619,85.1219,209.4719
13.21,19.93,36.7,3.2326,37.7334,40.1452
82.78,33.41,19.15,9.6954,125.0427,669.9594
62.59,15.65,9.88,3.952,24.41,238.1856
33.8,24.66,9.88,3.4577,20.0166,106.2117
85.36,71.24,6.54,16.5586,339.5016,454.5697
68.6,81.09,34.21,14.3045,268.3114,151.9848
11.68,22.83,22.74,2.6641,23.7868,28.679
28.44,21.51,31.14,3.7977,36.6824,100.4843
87.56,39.97,19.83,11.8097,181.082,792.4818
80.41,32.79,35.03,9.6204,131.6833,650.3156
89.91,80.25,19.7,18.2852,419.9024,278.4144
33.72,64.81,27.51,7.0198,74.9646,100.7478
65.19,11.2,23.03,3.8129,31.2017,243.8291
94.79,58.52,38.84,16.9482,371.916,838.9261
68.47,58.26,40.15,12.5251,212.9697,451.1504
82.67,83.06,45.21,17.2646,388.4592,172.4562
96.8,12.23,19.22,4.9691,40.6515,470.0924
81.76,24.43,45.12,8.0382,103.398,598.362
91.3,61.45,5.93,16.4239,333.7441,716.6503
85.95,59.08,6.47,15.1199,283.5796,667.7645
86.11,42.09,8.71,11.9165,178.512,761.4836
96.24,40.44,16.06,12.9793,214.6855,950.6933
79.86,82.17,31.83,16.5223,350.8541,179.7572
48.11,12.47,40.77,4.1303,46.2704,194.021
22.49,65.69,35.57,5.4976,56.9808,50.8997
23.31,73.75,2.66,4.6784,28.1854,30.5163
16.14,59.54,8.14,3.3341,18.0052,27.2795
75.15,83.88,22.88,15.5341,307.4536,124.4565
84.45,71.71,27.76,16.6865,355.4568,442.2368
80.61,83.86,49.57,16.9367,376.9724,146.0266
46.52,73.83,5.37,9.2276,107.1168,119.5461
23.82,34.2,5.95,3.1186,15.0866,61.4397
51.0,69.15,19.8,10.1157,135.5749,183.6207
36.07,49.27,46.16,6.9305,84.2398,163.1128
77.59,50.45,25.45,12.6087,207.8812,622.9396
47.19,23.72,35.39,5.2456,53.7567,226.6282
83.9,9.96,37.52,4.6157,48.253,381.4208
86.54,20.02,37.15,7.106,81.8874,577.7936
13.49,33.61,46.36,3.9284,49.202,44.1348
53.06,21.48,38.3,5.4056,57.5405,266.9001
24.31,14.58,31.64,3.2391,33.5487,76.2068
30.56,63.34,35.81,6.6636,73.8269,91.3721
35.76,42.26,13.73,5.4194,43.2065,143.4299
78.64,84.12,45.82,16.5139,357.7133,133.0409
10.53,66.89,12.31,2.8539,17.0908,11.7952
55.39,11.86,3.25,2.5779,9.8551,139.7417
42.38,37.63,27.75,6.1894,61.8755,207.7391
85.77,56.98,33.86,15.1185,297.4674,706.6205
31.26,39.93,36.87,5.4658,57.3886,131.0211
68.81,49.69,1.72,10.7302,142.0488,477.6523
50.2,34.69,36.08,6.8921,77.6845,284.4826
74.97,44.27,45.98,11.4853,185.5645,616.5641
11.59,47.52,0.67,1.8178,4.394,14.2281
94.1,19.49,0.06,6.4027,50.2992,567.971
46.47,30.9,41.83,6.2334,70.8567,248.5523
70.12,44.4,35.48,10.6794,158.157,535.0254
30.97,83.99,21.63,6.9168,69.98,22.4286
46.26,56.47,27.6,8.5221,103.3922,217.7635
98.1,14.3,48.73,6.4744,78.6547,615.4593
52.29,20.27,21.36,4.6332,38.0865,227.2664
81.81,20.0,21.16,6.3806,61.0641,490.5166
46.77,48.61,1.05,7.1833,63.801,222.1323
25.1,23.93,44.02,4.2083,49.3031,96.5487
52.12,70.06,46.44,10.8606,168.7923,193.0449
81.92,84.64,31.97,17.0114,371.0285,130.1783
19.73,18.94,32.01,3.2895,34.1002,61.388
85.56,76.34,11.17,17.0833,363.4757,345.1823
75.53,7.39,0.54,2.0347,5.3503,152.4044
13.76,58.5,15.66,3.3461,22.6757,24.0571
33.92,69.79,35.88,7.469,87.5239,87.5223
22.58,21.76,40.53,3.8518,44.1014,80.7763
57.75,21.93,18.84,5.1439,42.5496,275.5652
48.3,21.42,6.35,3.9259,22.2085,176.5235
15.94,34.87,21.2,3.206,25.4329,41.928
19.1,83.95,43.53,5.4891,61.9172,11.0499
94.52,7.91,21.01,3.7839,29.6337,354.2513
78.85,28.69,22.76,8.2779,95.7922,572.5789
23.7,22.15,19.11,3.0847,23.1796,67.7121
86.06,23.43,32.39,7.8209,92.0741,617.57
58.75,69.86,45.89,12.0233,200.9547,243.2136
44.55,80.31,22.97,9.4486,121.2613,70.8507
22.75,39.87,24.06,4.1541,34.9004,72.5333
54.97,50.15,1.9,8.6486,92.6744,304.6354
37.65,81.77,16.35,8.0128,87.1184,43.1849
76.19,81.87,45.07,15.953,335.0201,171.8897
96.36,84.89,12.97,19.7014,482.4699,169.0893
49.69,48.18,13.81,7.9058,83.7032,261.9423
26.06,28.69,14.41,3.4117,22.3874,77.9936
28.4,66.22,2.72,5.4011,37.1451,61.8513
51.88,60.72,18.4,9.6158,122.7693,243.9852
25.57,72.3,25.79,5.8631,56.034,45.5805
76.13,36.53,3.47,9.3147,108.1352,569.8166
50.42,78.05,20.41,10.4546,144.4256,109.1446
78.08,76.99,22.04,15.7943,317.0206,277.6236
40.33,43.32,17.87,6.2262,56.8909,182.6855
28.05,61.26,38.34,6.2624,69.1703,84.4638
43.48,9.02,43.08,3.7388,45.4484,160.5527
88.61,22.04,19.54,7.323,75.893,601.4714
40.54,26.02,49.98,5.4839,66.1003,199.7834
53.7,36.2,24.49,7.163,75.7578,310.3998
42.61,16.94,13.78,3.3658,21.6362,137.1939
18.36,77.63,25.14,4.738,41.5325,18.6353
11.37,26.47,7.78,1.8779,9.0891,19.1134
62.03,79.78,29.37,12.9095,219.3084,142.0804
64.9,71.03,19.19,12.818,211.1837,270.4244
69.65,59.51,42.89,12.9134,226.4903,456.354
75.92,80.35,17.91,15.4947,303.4291,197.1918
47.19,33.14,1.91,5.3326,35.8317,210.7121
13.37,83.76,41.14,4.5521,50.1433,6.6153
41.28,81.97,28.77,8.9861,113.9273,51.8181
78.07,46.13,16.01,11.7521,177.4594,635.8405
62.92,8.34,9.68,2.6152,13.9252,162.8082
82.36,49.16,2.21,12.7384,200.0873,686.0805
77.97,21.25,38.82,6.9071,79.5227,501.9297
98.87,17.05,6.12,6.1142,48.9528,577.9422
28.89,70.05,3.34,5.6568,40.9275,55.7606
39.98,17.72,36.97,4.253,44.5171,161.9677
12.66,17.52,20.51,2.4699,21.2503,29.8184
88.17,13.9,36.39,5.6348,59.256,482.2717
99.09,58.64,22.24,17.5096,387.1529,902.9313
43.92,14.43,49.64,4.4869,55.7454,190.8478
17.89,73.25,45.62,5.2606,60.5777,27.1228
71.32,35.65,27.16,9.0841,115.2265,526.4608
34.54,37.06,0.02,4.2447,22.104,116.997
90.04,33.86,38.21,10.9398,166.4845,817.9617
55.77,14.35,36.51,4.4796,46.2478,242.0326
88.33,65.99,15.24,16.6367,347.0659,597.9418
61.76,8.14,5.81,2.2982,9.7076,140.5068
77.55,60.61,35.9,14.2878,268.6017,543.7621
24.88,9.07,47.49,3.537,48.274,86.9002
64.2,81.04,43.82,13.5865,248.7978,135.849
86.53,37.92,36.65,11.4918,180.7831,784.4405
82.24,9.13,30.55,4.1583,39.2293,337.646
48.15,52.18,42.79,8.7513,116.5266,258.38
92.01,49.16,33.02,14.6509,279.9838,881.5423
56.18,82.86,19.5,11.7045,177.8808,81.7308
39.62,36.24,29.71,5.8165,57.671,185.8687
88.51,9.32,3.41,3.1435,13.8822,274.5583
48.12,50.88,22.81,8.1797,93.8464,248.3451
63.35,70.39,18.31,12.4657,199.8177,265.0366
29.23,50.11,25.65,5.5198,51.2868,103.4723
96.85,53.63,49.11,16.5055,359.0749,947.9405
55.92,10.97,20.7,3.4079,26.4715,187.0875
43.76,29.63,14.85,5.0145,38.7065,190.7404
87.47,19.82,43.34,7.2631,88.172,597.6696
57.56,67.5,22.65,11.2521,166.7863,247.8529
87.48,39.25,44.44,12.0369,200.5826,815.4262
50.21,65.44,46.95,10.2447,153.2448,213.8026
62.11,50.2,7.72,9.8876,123.7759,393.1034
89.94,6.56,34.03,3.882,39.4111,346.8611
29.86,32.0,46.24,5.0812,59.0014,128.6698
15.39,44.37,3.56,2.486,9.4633,27.3494
79.73,8.93,40.97,4.4151,48.777,347.749
11.15,15.75,1.18,0.888,1.6469,9.5295
17.59,84.48,49.4,5.4257,65.0241,9.1805
96.07,61.27,47.18,17.7179,408.899,818.1982
45.56,30.63,23.95,5.6037,51.4127,219.6833
74.84,68.08,17.45,14.4019,263.141,402.3695
78.14,67.57,31.3,15.1468,297.1994,451.5967
72.71,67.52,32.05,14.1587,262.1123,393.6326
10.96,83.02,9.22,2.8723,15.252,3.8256
70.58,62.36,4.57,12.82,203.8272,419.7665
62.78,22.09,6.53,5.0756,34.9395,295.2557
67.86,82.79,35.77,14.2377,266.7813,121.2605
46.41,74.49,22.68,9.5989,124.6103,119.1256
94.23,82.22,17.1,19.2156,461.3701,245.1121
94.32,76.25,31.31,19.014,459.122,426.266
14.93,71.39,47.91,4.8844,58.1141,23.2719
62.66,43.06,3.86,8.8114,97.1474,403.4022
59.04,26.33,23.27,6.1146,58.2211,323.5532
57.21,5.05,48.09,3.6863,49.3826,210.0746
44.05,67.1,4.52,8.3828,88.4441,143.6888
89.29,74.01,11.04,17.6272,386.5603,433.5706
24.69,65.77,29.16,5.6436,54.997,57.1854
16.93,84.81,47.45,5.2723,61.9393,8.0744
96.82,6.51,26.87,3.7132,33.0116,357.1939
31.49,55.31,32.93,6.338,67.1002,113.5902
24.43,66.25,47.25,6.1302,72.7351,60.3157
40.42,6.82,49.55,3.7051,50.7243,148.7005
57.4,83.53,5.77,11.7281,171.5664,75.8574
40.66,60.89,19.54,7.7561,83.8603,153.4203
83.59,5.34,40.66,3.7794,43.7445,314.5489
65.62,25.3,37.75,6.8421,77.8327,405.9137
11.05,38.74,31.91,3.3511,34.3471,28.8829
85.57,49.04,14.7,13.3979,227.5289,751.5401
34.41,51.31,42.15,6.749,78.9172,145.1704
61.3,17.66,5.34,4.0595,22.9663,237.12
13.42,64.81,9.46,3.0983,16.9764,17.697
60.96,20.79,47.53,6.0207,71.3922,343.1242
53.0,34.55,15.96,6.6195,62.008,288.9576
70.03,30.29,2.4,7.2684,65.9887,439.5184
52.67,58.78,19.45,9.5962,122.8561,261.9782
58.33,26.36,36.54,6.4374,70.7277,336.4505
72.91,21.45,37.11,6.5847,73.3426,446.838
22.74,53.08,23.19,4.7102,40.0358,64.3409
18.72,31.29,8.82,2.6586,13.638,42.5301
27.48,67.63,15.65,5.737,48.5639,60.0005
92.31,32.63,27.95,10.6812,154.225,830.3643
26.37,66.97,30.97,6.0,60.9879,61.8977
40.28,50.9,30.24,7.2261,80.043,183.5691
21.43,81.55,14.45,4.9203,37.3515,15.4943
29.94,55.59,6.18,5.2747,37.2777,89.2449
93.25,45.66,20.49,13.8975,247.1943,905.7529
30.83,57.1,6.89,5.5313,41.0418,92.6275
95.6,10.06,28.91,4.6674,43.1235,439.3432
58.83,29.45,34.78,6.9214,77.4218,354.5715
64.68,52.87,37.64,11.1985,173.1744,437.2174
80.34,66.76,2.92,15.0896,280.676,478.353
11.93,74.44,12.31,3.1419,19.0421,10.0547
58.3,27.37,20.51,6.1448,57.1245,318.1389
34.24,49.67,23.95,6.1195,58.6759,135.6066
67.75,13.39,41.17,4.9086,53.7163,323.5175
74.75,27.98,2.91,7.2319,65.5961,477.3964
41.82,36.81,43.32,6.4729,75.3207,216.727
89.04,17.9,41.79,6.8273,79.963,578.4769
10.09,53.89,37.24,3.7089,40.6268,22.0547
51.28,66.53,21.04,10.0179,133.8091,204.5978
81.36,67.07,38.37,15.7724,324.5404,499.9593
84.98,16.58,21.7,5.7176,51.671,465.6798
15.55,12.71,8.7,1.7255,9.2966,26.174
11.8,52.79,9.11,2.6238,13.6115,18.7232
65.33,38.34,32.21,8.9924,115.9181,460.781
53.35,15.01,26.46,4.1248,36.1903,212.5498
24.65,28.56,32.13,4.0286,39.2084,87.2213
25.2,41.44,29.98,4.7006,44.1576,88.7998
59.87,24.35,25.56,5.9138,56.6175,322.5634
50.94,80.67,24.31,10.7107,153.0909,88.4534
38.78,38.07,3.25,5.0075,32.3945,152.8783
74.24,81.33,37.69,15.4597,312.2229,173.0122
16.05,20.29,25.73,2.9269,27.3088,44.0618
22.12,27.97,24.62,3.535,30.1057,69.0606
98.97,31.68,27.67,11.1046,165.3642,935.2619
62.38,73.63,6.08,12.3028,188.6574,216.2971
84.2,80.75,0.4,16.9477,352.411,229.3791
44.74,31.72,7.55,5.0976,35.7522,193.9998
10.26,78.35,39.85,4.0531,44.9965,8.3973
65.33,25.96,49.7,7.2315,91.3837,424.7653
75.53,74.74,6.22,14.9405,276.8412,297.0092
98.01,71.74,21.17,19.2003,462.7037,589.6303
67.12,21.97,3.83,5.2677,35.9688,327.8919
32.44,66.95,38.59,7.1812,84.0043,91.2111
64.51,10.96,39.0,4.3347,46.667,274.5311
23.31,37.51,35.06,4.4868,45.3278,82.9636
73.46,76.17,11.91,14.7075,271.2381,258.264
49.94,54.85,14.64,8.6691,99.6227,249.2488
28.67,60.03,10.17,5.4443,41.6098,77.9733
67.94,9.76,23.82,3.671,30.5809,245.7979
10.09,74.32,14.36,2.9672,19.17,8.0915
56.78,18.15,40.47,5.1944,56.415,280.2632
73.82,34.08,26.28,9.0268,113.4903,551.9153
50.88,25.53,34.02,5.6896,58.5285,261.2213
76.17,17.49,44.9,6.1545,71.6099,447.1159
86.25,54.31,40.86,14.8428,290.9691,746.863
34.15,72.09,18.71,7.1578,72.5292,75.1705
54.14,37.52,31.37,7.5675,86.7849,324.9533
47.78,17.92,13.38,3.7288,24.3958,169.5189
60.52,83.33,46.11,12.9792,230.2719,91.2365
13.71,83.8,36.95,4.4657,46.4185,6.6122
98.86,58.84,42.1,17.7312,406.8635,907.0059
72.26,83.5,45.18,15.2415,307.9014,124.6764
98.89,84.51,5.36,20.1229,499.2296,190.3829
83.16,13.06,48.96,5.6103,66.9585,454.4847
85.34,62.61,19.29,15.6986,311.9276,616.3306
92.47,66.82,42.09,17.8121,410.3814,648.3273
41.61,67.2,11.07,8.099,86.0645,130.5925
99.2,38.02,44.33,13.1444,234.6114,1027.2262
39.49,77.39,9.14,8.0872,84.835,69.7214
35.66,67.74,11.98,7.0736,67.4927,95.5528
59.17,20.96,31.31,5.48,54.144,302.796
30.2,56.51,44.68,6.5298,77.0117,108.8132
56.88,20.48,48.32,5.7659,68.5064,307.2352
86.53,45.83,45.95,13.355,242.2889,805.2158
37.28,63.87,48.48,8.0512,105.5765,132.1883
83.13,10.23,0.18,3.0221,11.2897,247.2334
43.48,61.24,9.64,8.0161,83.6901,167.6972
78.48,26.46,28.33,7.8637,90.6542,552.4947
51.86,78.85,13.9,10.6397,145.8514,106.7012
51.63,16.93,23.42,4.2016,34.9412,207.5272
42.95,55.34,19.04,7.7062,82.6525,188.2309
11.5,73.05,30.56,3.8577,36.7277,12.9336
79.57,79.94,30.06,16.3477,342.914,227.2206
89.02,23.78,14.12,7.6923,79.7909,626.632
11.81,45.77,23.09,3.1975,26.74,26.3409
45.18,32.25,1.99,4.9963,31.6143,190.9085
38.17,29.88,0.33,3.8941,18.7601,128.8795
71.69,60.75,48.95,13.4918,248.3591,472.6077
46.37,66.27,24.8,9.2037,116.6431,171.7461
79.84,74.27,28.98,16.0361,329.9953,347.1011
78.04,37.8,25.28,10.2542,141.887,632.3119
31.81,26.95,34.6,4.505,45.1933,127.7416
99.18,58.85,27.39,17.6216,394.5962,904.0562
80.07,62.42,25.95,14.826,282.6738,549.6197
39.91,61.75,47.46,8.3291,110.4554,157.3383
91.26,11.77,29.92,5.0122,47.5825,447.7959
47.21,35.0,34.55,6.5895,71.9225,254.8303
38.09,48.54,12.51,6.2291,54.0409,157.0934
31.7,49.77,11.19,5.3597,41.0431,109.7328
83.23,83.71,10.77,16.9954,359.6019,154.9768
30.16,55.89,46.4,6.5379,78.1823,110.577
30.11,11.37,23.77,2.8881,25.5659,85.254
88.43,12.28,36.13,5.2402,54.1598,452.7884
45.74,43.5,20.83,7.0237,71.3563,233.0367
86.38,59.8,44.97,15.8006,329.0437,686.5497
45.99,24.27,15.89,4.5638,34.1034,191.3389
21.61,36.28,13.72,3.4239,22.0541,59.6463
19.16,63.28,33.53,4.8877,48.4581,42.1072
31.22,26.8,37.09,4.5366,47.1891,126.4193
13.43,46.22,40.42,4.0245,45.2121,37.3961
51.2,15.46,41.42,4.6131,50.914,227.6446
42.85,24.03,48.84,5.401,64.3585,211.3751
71.49,80.53,12.46,14.5509,265.8987,171.1525
59.4,23.52,13.2,5.337,41.8398,290.6802
77.94,67.79,16.29,14.9333,281.6653,439.9575
85.16,64.65,14.6,15.8776,316.4768,578.9127
57.57,76.29,24.87,11.8311,184.3059,161.4298
82.18,76.9,34.61,16.7398,361.145,311.7989
26.74,30.84,39.44,4.5586,49.0175,104.661
78.87,43.39,42.76,11.7857,192.3796,675.4903
78.19,42.91,22.65,11.2633,167.0957,645.0294
75.81,29.82,11.16,7.9712,83.5953,524.2829
49.63,37.96,9.18,6.5113,56.6803,254.7891
34.08,47.65,40.02,6.4081,72.3526,147.1188
83.0,71.18,21.66,16.2879,336.2407,436.1163
67.23,65.97,19.78,12.8328,211.9497,351.3243
82.96,25.14,12.3,7.5188,75.6099,564.6724
56.37,33.35,2.85,6.4086,51.7975,301.7645
60.79,51.41,26.53,10.2165,141.6013,387.3826
75.99,70.65,48.05,15.2592,310.0546,384.2017
37.17,61.92,34.6,7.6126,89.4163,133.1905
76.73,46.97,41.54,12.1331,201.8874,635.2783
93.34,27.06,4.88,8.7704,96.7795,729.0143
64.37,39.16,44.82,9.2727,129.0367,462.815
14.88,76.89,16.2,3.8193,26.9045,12.8905
28.97,65.05,41.77,6.6379,76.9343,81.1174
95.43,67.44,6.7,18.0426,402.5441,660.5718
49.03,7.37,10.26,2.2231,12.2761,108.0981
85.53,17.06,48.92,6.6218,81.0106,541.4415
78.99,15.4,27.13,5.3168,49.5563,404.895
83.1,83.19,10.65,16.9505,357.669,167.0264
68.41,19.42,12.77,5.1434,39.1393,331.8415
57.93,9.72,1.11,2.1017,5.9856,120.0037
68.53,64.69,47.8,13.3598,243.4172,391.4107
74.77,21.57,28.75,6.5052,67.262,452.3312
48.75,36.16,12.68,6.2762,54.8512,247.0275
72.41,24.25,2.39,6.1426,47.4704,405.5387
65.64,13.59,0.23,3.1593,12.3547,201.5703
16.9,54.51,5.94,3.1855,15.5906,31.2545
79.48,7.89,43.71,4.2978,49.7771,338.3555
87.36,68.24,44.53,17.0731,380.0505,552.9304
38.39,70.6,40.54,8.3698,107.3691,106.7289
57.13,7.12,8.99,2.2561,11.5457,127.8971
89.56,44.14,4.08,12.7808,202.3532,821.4458
92.63,68.47,36.44,17.9803,414.8659,611.2247
70.46,61.79,1.73,12.6865,198.227,422.5463
41.41,9.14,2.54,1.6541,4.7453,67.6266
56.88,6.25,20.08,2.7507,22.0344,155.5299
54.84,24.33,36.67,5.8781,62.6879,293.7259
81.4,43.94,22.21,11.8962,184.8208,697.2772
74.51,79.88,3.76,15.0054,277.9871,196.4534
85.81,14.43,3.09,4.4996,26.3957,373.93
66.34,41.49,11.3,9.2103,109.7486,457.6911
27.35,71.55,35.0,6.4036,69.3069,55.4273
16.59,84.92,3.63,3.5759,17.5479,5.253
17.08,55.93,29.36,4.2823,39.5625,40.9744
64.22,79.28,24.49,13.2413,227.4213,158.1744
51.96,46.6,16.17,8.1036,88.814,289.3072
23.49,69.11,31.93,5.6304,56.4776,47.1599
57.72,62.6,45.78,11.2752,179.624,299.5001
75.33,63.47,22.94,14.073,254.4621,473.5195
93.25,45.94,7.57,13.7737,236.4393,893.1845
34.7,77.63,7.55,7.1262,66.1041,52.9731
48.59,27.4,44.16,6.0476,69.6452,260.8871
87.48,45.28,18.87,12.9693,215.8003,798.321
33.73,42.91,15.27,5.2724,42.1503,130.2529
56.94,10.43,18.87,3.2759,24.2857,183.4477
27.6,33.97,23.9,4.282,36.0218,98.0129
88.92,71.73,40.85,17.6855,404.2391,493.001
97.62,66.42,22.84,18.4922,430.8265,722.136
51.53,84.55,47.94,11.3214,182.0576,55.4088
81.55,20.77,13.15,6.32,55.7755,481.9012
16.93,37.8,2.88,2.3639,8.3679,31.6227
78.8,57.09,31.82,13.9521,254.8795,597.3409
34.6,79.95,1.77,6.9974,60.9292,42.25
63.23,23.32,13.51,5.5953,45.4433,324.889
31.97,8.49,40.28,3.3869,41.4155,107.0926
96.48,27.35,32.25,9.7136,132.3893,832.4083
15.23,58.97,25.94,3.9871,34.6208,31.3022
96.67,10.19,38.19,5.0335,53.0975,478.9132
58.95,51.51,41.76,10.2385,150.272,375.6422
60.0,24.27,16.62,5.6298,47.6203,307.9338
33.61,33.85,45.38,5.4992,63.2441,153.4995
30.11,12.56,5.24,1.8978,7.4252,55.7753
53.63,5.14,42.43,3.4714,43.6066,185.4225
86.63,17.44,41.28,6.5736,75.6383,543.2931
38.33,63.17,3.26,7.0673,62.8878,122.2646
12.39,39.8,33.58,3.547,36.7859,33.764
39.31,41.02,10.96,5.6551,44.8867,167.7225
85.91,77.94,0.23,17.131,359.9821,307.496
25.37,27.86,48.28,4.5706,55.444,102.5159
68.28,65.07,37.72,13.2058,233.124,380.0728
68.73,51.12,4.77,10.9964,150.6746,474.3982
57.96,69.35,1.01,11.0759,150.9368,226.3923
43.49,8.43,4.86,1.8387,6.9318,79.1011
42.7,65.02,18.69,8.3475,95.0471,150.5245
97.97,8.22,21.83,3.9753,31.8301,385.459
67.83,13.23,24.49,4.3205,36.7725,285.2815
57.28,48.54,3.98,8.8434,97.8994,335.3852
67.41,41.08,26.11,9.5861,126.1166,487.1002
78.19,20.45,49.94,7.0199,87.9786,514.2938
78.36,56.4,19.63,13.6006,236.7489,589.7732
34.87,58.93,0.64,6.1105,46.1071,109.9638
50.35,45.69,31.26,8.1293,97.4215,285.9197
42.36,7.69,31.46,3.1755,33.0976,133.3044
96.22,78.47,30.32,19.5372,483.3474,375.7502
14.51,20.52,16.53,2.4261,17.8486,32.9691
82.52,33.96,26.79,9.947,135.0936,680.8162
17.62,60.04,24.33,4.2731,36.2075,37.6005
18.8,78.51,30.17,4.9889,47.4695,18.6829
18.47,66.25,31.85,4.7996,46.4171,35.7029
60.46,58.65,16.93,10.8449,152.8108,341.1285
14.65,59.25,10.72,3.2411,18.7993,24.2773
59.67,63.03,32.02,11.414,176.1673,308.8831
96.55,55.69,45.0,16.8049,369.1646,914.5623
39.91,56.38,32.41,7.6404,88.7051,168.8334
11.6,36.88,26.34,3.1332,28.8102,29.0723
92.86,41.06,3.95,12.4997,193.5723,875.2102
46.41,65.9,13.35,8.9414,104.8262,169.445
14.29,57.14,39.9,4.3271,47.2438,33.5505
88.48,52.49,7.69,14.4179,258.7677,776.771
22.63,32.5,2.5,2.6698,10.0353,50.9557
36.29,6.0,24.02,2.6331,24.7534,95.0317
80.21,84.38,0.64,16.2821,325.4077,127.8957
68.83,69.89,29.78,13.6228,242.7014,322.3887
74.02,72.79,49.05,15.0783,303.8574,330.2246
98.78,74.09,22.47,19.6009,482.4219,530.7585
39.15,13.24,45.32,4.0881,49.4178,155.7949
54.21,8.03,46.24,3.9378,49.1628,211.3751
81.7,46.17,25.91,12.4406,202.9595,703.8763
16.19,48.51,49.95,4.6585,57.4462,49.9657
26.71,65.22,36.32,6.1484,66.2942,68.832
31.46,27.58,35.88,4.5701,46.6932,127.4375
37.08,72.25,10.04,7.4736,73.6046,84.4843
21.63,36.68,7.27,3.1106,15.7787,53.9593
25.18,15.7,31.43,3.3195,33.7963,80.4666
29.09,69.06,9.3,5.8624,46.9219,60.9483
38.9,35.47,31.19,5.7147,57.1599,181.0469
69.29,55.22,1.42,11.6276,166.5009,459.5795
58.29,43.22,14.73,8.4917,95.9417,360.7075
90.78,8.57,2.37,2.9233,11.6973,262.4141
17.21,81.04,38.33,5.0219,53.0599,13.4605
44.77,32.86,17.68,5.5965,47.7557,210.4662
70.97,39.0,48.16,10.0797,149.8303,555.9363
60.77,68.66,49.93,12.3633,213.2302,273.4057
72.71,39.84,19.21,9.8926,129.8024,552.2978
99.09,39.07,12.69,12.9326,211.4885,994.9198
47.89,40.53,40.72,7.4579,90.0842,271.4642
57.37,65.52,31.64,11.2197,170.5887,266.7229
91.12,64.61,13.02,16.9393,358.4009,661.8219
14.51,27.68,2.7,1.6983,5.0156,21.8222
12.95,56.78,7.11,2.7381,13.092,19.4261
79.42,79.4,20.42,16.1728,331.0266,236.2752
84.46,38.99,23.15,11.2534,167.0827,738.7522
67.39,75.24,33.65,13.7834,250.0943,236.6472
60.04,28.35,22.24,6.5091,63.6692,343.9343
95.18,75.22,31.0,19.0936,462.6848,463.6156
11.86,48.54,24.61,3.3223,28.6364,26.0883
30.3,77.0,17.06,6.55,61.4857,44.6449
69.31,20.73,25.11,5.8733,55.787,380.7237
43.89,47.2,47.01,7.795,99.8672,232.4522
90.59,65.48,36.53,17.2354,382.7635,647.9792
91.69,45.44,1.98,13.3494,219.5176,858.8312
35.6,5.66,12.79,2.0119,13.4183,71.2745
87.85,65.75,32.61,16.7274,359.6098,603.5522
53.41,54.15,3.12,8.8975,98.6432,278.3172
